Timestamp,"Your Name (if you want, you can share)",Viva Date,Viva Proctor ID (the id which was sent to you in email for viva),Questions asked by the Viva examiner (Write in points),Any suggestions/tips to fellow students for this examiner?
4/13/2024 0:59:36,Gurdeep,,level2_103,"Ok Just finished my level 2 viva:
1. Obviously go through your notebook and explain the project.
2. Gave a dataset of 6 features (4 numerical, 1 categorical, 1 target) with some missing values and some '?' values. He asked to select 2 features using RFE and logreg in a new colab notebook. Time: 10 minutes.
3. Proctor asked questions from my notebook like why you used this model why you used this imputer and scaler like that and working of the models which i have used and also what is the use of this parameters in this model",
4/13/2024 20:21:58,Shincy Mary Mathew,,Level2_74,Questions were based on the work done in the notebook. Why some features were dropped? Why TFIDF and not Count vectorizer? How many HPT’s done ? Any increase in score after HPT?,
4/14/2024 16:58:33,Ayush Khatri,,L2_81,"1)Explain each code in the notebook
2) Strategy for substitution of np.nan values.
3) I have spotted some outliers, questions were asked on how I found them.
4)Which model gave me best result and what else I have tried.",
4/14/2024 21:53:03,Aditya Siddharth Jyoti,,Level_2_72,"This is a very good procter and one cannot pin-point the exact questions. Almost everyone who got this proctor had different set of questions during the viva. The reason is , he don't use any pre-made set of questions. He is at senior position in Ford Motors and have good knowledge , thus he will let you choose the topics where u can answer comfortably. 

For instance while you go through the models during notebook explanation , he will ask you , which is your strongest model out of them , and can you explain any model in detail. 

My sole suggestion is whatever you have written in the notebook should be on your fingertip with all the ins and out of the function / model / paramemters / methods / APIs used . Be honest with him , when you are unable to answer somehting.

Untill now he didn't ask any live coding modeling or pre processing question in colab with his dummy dataset. All he did was , notebook explanation and 6-7 questions .

Here are my questions :-

1. Can you explain Logistic Regression's role in SVM.

2. What is logistic regression ?

3. Among the models you used in your notebook , which model you can explain in complete detail ? (Choose honestly and wisely , he really asks in greater depth , for me it was Random forest or XGB )

(He persumed that i am good in using ensembles and started asking further questions)

4. How does Random Forest works ?

5. What is Bagging method and how it is different from Boosting ?

6. What are the loss functions in Random Forest ?

7. What are the regularization methods for Random Forest ?

8. Could you explain some optimization methods ?

9. If you have 10 DecisionTrees and 5 of them classified an input as 0 and 5 of them classified it as 1 , then what will be the final classification and how ?

10. Do you know any other evaluation metric apart from accuracy ? (I choosed AUC-ROC)

11. Explain me about AUC - ROC .

12. Explain each component of formula involved in AUC-ROC

He gave me a question to solve on pen and paper regarding AUC-ROC , here is the question :-

13. Suppose a data have 2 features F1 and F2 and 5 samples . The target variable of these samples in order are 1 , -1 , 1 , -1 , 1. On using RandomForest Classifier you got the prediction on the same training data to be 1 , 1 , 1 , -1 , 1 . How you will plot the AUC - ROC plot for this data ?

14. Suppose you have multi class insteaed of binary class , can you plot the AUC-ROC curve in a single plot ? If yes how ? 

The proctor is very nice , make sure that you are honest with proctor . You can politely cross question him to understand the question properly. If you don't know something , just tell that honestly . If you try to guess the answer , he quickly detects that you are trying to guess.",
4/20/2024 15:55:19,Owais ,,Level2_106,"1) What is the difference between seaborn and matplotlib libraries?
2) Why didn't you use Hyperparameter tuning? ( I used this but removed the code as it kept running on my Kaggle notebook and instead did it on colab)
3) After HPT did you get any improvement in your score?

Overall the examiner is a very nice guy, you've to make sure you speak atleast for 20 mins. He should basically understand that you know ML very well in which case he won't ask you a lot of questions. ",
4/20/2024 23:14:33,bindu,,level_2_71,"just asked for explaining  my project and asked applied imbalance or not 
Classification report and confusion matrix explanation 
Difference decision tree and extra tree classifier 
my viva got over in 35 min where i had explained my project for 30mins ",
4/21/2024 12:21:14,Ananya,,Level2_106,"1. Why didnt you submit earlier
2. What is your baseline model
3. What did you do for hpt",
4/21/2024 18:53:27,Abhijit Kundu,,Level2_107,"1)Introduce yourself.
2)Explain to the notebook what have you done? When explaining he asked about how you understand the confusion matrix.
3) Have you applied the feature selection technique? Name some of the feature selection techniques.
4) How PCA works?
5) How do you quantify the performance of a feature selection technique?
6)What is under sampling and over sampling? By looking at the dataset how do you know it is under-sampled or over-sampled? How do you handle under-sampling and over-sampling?
7) How many models have you tried? (Done almost all the models. He said, ""OK you have tried all the models, but let's say some of the models are running for a very long time say 1 month in that case how do you choose your model?"" Something like that, not able to understand the question properly. When I asked him to repeat the question he went to the next question. I think the answer would be by seeing the dataset we have chosen which model to apply but I am not sure.)
8)What are the conditions for Logistic regressions to apply? Can you apply Logistic Regression when the data have outliers and why?
9)In Gradient descent the step size eta how do you choose and what is the impact if you choose too high and too low? Will 0.5 be a good choice? Will changing the eta on every iteration be a good strategy?
10)Suppose you trained three are four models they all give an accuracy of around 0.9. In that case, how do you test which one is the most optimal model out of those?
11)What is the R2 score?
12)What is Neural networks?
13)Given a coding question: Apply the tf- idf vectorizer on the following and find out the Tf and IDF of each term. 
lines= [a c c c c a b]
           [a a a a c d f e b d d]
           [b b b b d a a c f r]
Consider each letter a word.
14)Another coding question: ""Consider the MNIST dataset, split it into training and test set in 50:50 ratio with random_state = 42. Fit a SVM model using pipeline with StandardScalar, SVM classifier kernel='poly' and degree = 3, decision_function_shape='ovr' and class_weight='balanced', C=10. Train the model on training data, and make predictions for test data. Generate the Classification report and choose the correct value for weighted avg of f1_score."" As I have taken much time doing the previous codingquestion he said instead of mnist use load_digits dataset from sklearn.datasets library and do the same. Given only 10 minutes.
14)How precision score and recall score is calculated? What is f1-score?
Viva went for almost one hour. It was average. Fells like he was not completely satisfied after answering the questions except the coding questions.",
4/22/2024 15:11:58,Laxmi Priya Kasi ,,Level2_103,Same questions as mentioned in the sheet. Try to be thorough with your notebook - Theory & Coding part. ,
4/23/2024 0:24:22,sachi,,level2_74_MLP_Viva,"Be very very thorough with the eda part. Why you have plotted the graphs, what does that show etc . 
Proctor took almost 30 mins only for the histograms/boxplot/correlation heatmap. 
Skimmed through the rest of my notebook.
Asked about working of tfidf, logistic regression, why accuracy is bad score for this particular dataset.
Asked about how truncated svd works.
Asked about working of stack classifier.
You should know about every word in your notebook.
Overall he was nice, just be very sure of why you have done the steps in your notebook and exactly what that means. ",
